Record ID,Timestamp,Rain Gauge,Rain Rate
4124372,2019-05-31 17:30:19,0.00,0.00
4124375,2019-05-31 17:31:19,0.00,0.00
4124378,2019-05-31 17:32:19,0.00,0.00
4124384,2019-05-31 17:33:19,0.00,0.00
4124387,2019-05-31 17:34:19,0.00,0.00
4124390,2019-05-31 17:35:19,0.00,0.00
4124393,2019-05-31 17:36:19,0.00,0.00
4124396,2019-05-31 17:37:19,0.00,0.00
4124402,2019-05-31 17:38:19,0.00,0.00
4124401,2019-05-31 17:39:19,0.00,0.00
4124405,2019-05-31 17:40:19,0.00,0.00
4124408,2019-05-31 17:41:19,0.00,0.00
4124414,2019-05-31 17:42:19,0.00,0.00
4124413,2019-05-31 17:43:19,0.00,0.00
4124415,2019-05-31 17:44:19,0.00,0.00
4124421,2019-05-31 17:45:19,0.00,0.00
4124424,2019-05-31 17:46:19,0.00,0.00
4124427,2019-05-31 17:47:19,0.00,0.00
4124432,2019-05-31 17:48:19,0.00,0.00
4124431,2019-05-31 17:49:19,0.00,0.00
4124435,2019-05-31 17:50:19,0.00,0.00
4124437,2019-05-31 17:51:19,0.00,0.00
4124442,2019-05-31 17:52:19,0.00,0.00
4124441,2019-05-31 17:53:19,0.00,0.00
4124447,2019-05-31 17:54:19,0.00,0.00
4124450,2019-05-31 17:55:19,0.00,0.00
4124455,2019-05-31 17:56:19,0.00,0.00
4124458,2019-05-31 17:57:19,0.00,0.00
4124464,2019-05-31 17:58:19,0.00,0.00
4124465,2019-05-31 17:59:19,0.00,0.00
4124468,2019-05-31 18:00:19,0.00,0.00
4124474,2019-05-31 18:01:19,0.00,0.00
4124472,2019-05-31 18:02:19,0.00,0.00
4124477,2019-05-31 18:03:19,0.00,0.00
4124479,2019-05-31 18:04:19,0.00,0.00
4124484,2019-05-31 18:05:19,0.00,0.00
4124483,2019-05-31 18:06:19,0.00,0.00
4124489,2019-05-31 18:07:19,0.00,0.00
4124490,2019-05-31 18:08:19,0.00,0.00
4124492,2019-05-31 18:09:19,0.00,0.00
4124496,2019-05-31 18:10:19,0.00,0.00
4124498,2019-05-31 18:11:19,0.00,0.00
4124500,2019-05-31 18:12:19,0.00,0.00
4124503,2019-05-31 18:13:20,0.00,0.00
4124506,2019-05-31 18:14:20,0.00,0.00
4124508,2019-05-31 18:15:20,0.00,0.00
4124509,2019-05-31 18:16:20,0.00,0.00
4124511,2019-05-31 18:17:20,0.00,0.00
4124514,2019-05-31 18:18:20,0.00,0.00
4124517,2019-05-31 18:19:20,0.00,0.00
4124518,2019-05-31 18:20:20,0.00,0.00
4124519,2019-05-31 18:21:20,0.00,0.00
4124523,2019-05-31 18:22:20,0.00,0.00
4124526,2019-05-31 18:23:20,0.00,0.00
4124529,2019-05-31 18:24:23,0.00,0.00
4124535,2019-05-31 18:25:21,0.00,0.00
4124538,2019-05-31 18:26:21,0.00,0.00
4124541,2019-05-31 18:27:21,0.00,0.00
4124544,2019-05-31 18:28:21,0.00,0.00
4124547,2019-05-31 18:29:21,0.00,0.00
4124550,2019-05-31 18:30:21,0.00,0.00
4124552,2019-05-31 18:31:21,0.00,0.00
4124556,2019-05-31 18:32:21,0.00,0.00
4124557,2019-05-31 18:33:21,0.00,0.00
4124559,2019-05-31 18:34:21,0.00,0.00
4124565,2019-05-31 18:35:21,0.00,0.00
4124564,2019-05-31 18:36:21,0.00,0.00
4124567,2019-05-31 18:37:21,0.00,0.00
4124569,2019-05-31 18:38:21,0.00,0.00
4124571,2019-05-31 18:39:21,0.00,0.00
4124573,2019-05-31 18:40:21,0.00,0.00
4124574,2019-05-31 18:41:21,0.00,0.00
4124580,2019-05-31 18:42:21,0.00,0.00
4124578,2019-05-31 18:43:21,0.00,0.00
4124583,2019-05-31 18:44:21,0.00,0.00
4124587,2019-05-31 18:45:21,0.00,0.00
4124593,2019-05-31 18:46:21,0.00,0.00
4124592,2019-05-31 18:47:21,0.00,0.00
4124594,2019-05-31 18:48:21,0.00,0.00
4124595,2019-05-31 18:49:21,0.00,0.00
4124601,2019-05-31 18:50:21,0.00,0.00
4124604,2019-05-31 18:51:21,0.00,0.00
4124610,2019-05-31 18:52:21,0.00,0.00
4124608,2019-05-31 18:53:21,0.00,0.00
4124613,2019-05-31 18:54:21,0.00,0.00
4124618,2019-05-31 18:55:21,0.00,0.00
4124617,2019-05-31 18:56:21,0.00,0.00
4124622,2019-05-31 18:57:21,0.00,0.00
4124625,2019-05-31 18:58:21,0.00,0.00
4124628,2019-05-31 18:59:21,0.00,0.00
4124630,2019-05-31 19:00:21,0.00,0.00
4124636,2019-05-31 19:01:21,0.00,0.00
4124639,2019-05-31 19:02:22,0.00,0.00
4124641,2019-05-31 19:03:21,0.00,0.00
4124647,2019-05-31 19:04:22,0.00,0.00
4124653,2019-05-31 19:05:21,0.00,0.00
4124652,2019-05-31 19:06:22,0.00,0.00
4124656,2019-05-31 19:07:22,0.00,0.00
4124657,2019-05-31 19:08:22,0.00,0.00
4124658,2019-05-31 19:09:22,0.00,0.00
4124661,2019-05-31 19:10:22,0.00,0.00
4124663,2019-05-31 19:11:22,0.00,0.00
4124664,2019-05-31 19:12:22,0.00,0.00
4124667,2019-05-31 19:13:22,0.00,0.00
4124669,2019-05-31 19:14:22,0.00,0.00
4124671,2019-05-31 19:15:22,0.00,0.00
4124672,2019-05-31 19:16:22,0.00,0.00
4124678,2019-05-31 19:17:22,0.00,0.00
4124677,2019-05-31 19:18:22,0.00,0.00
4124682,2019-05-31 19:19:22,0.00,0.00
4124680,2019-05-31 19:20:22,0.00,0.00
4124681,2019-05-31 19:21:22,0.00,0.00
4124683,2019-05-31 19:22:22,0.00,0.00
4124685,2019-05-31 19:23:22,0.00,0.00
4124687,2019-05-31 19:24:22,0.00,0.00
4124693,2019-05-31 19:25:22,0.00,0.00
4124691,2019-05-31 19:26:22,0.00,0.00
4124696,2019-05-31 19:27:22,0.00,0.00
4124695,2019-05-31 19:28:22,0.00,0.00
4124700,2019-05-31 19:29:22,0.00,0.00
4124703,2019-05-31 19:30:22,0.00,0.00
4124706,2019-05-31 19:31:23,0.00,0.00
4124710,2019-05-31 19:32:23,0.00,0.00
4124716,2019-05-31 19:33:23,0.00,0.00
4124715,2019-05-31 19:34:23,0.00,0.00
4124718,2019-05-31 19:35:23,0.00,0.00
4124719,2019-05-31 19:36:23,0.00,0.00
4124722,2019-05-31 19:37:23,0.00,0.00
4124728,2019-05-31 19:38:23,0.00,0.00
4124731,2019-05-31 19:39:23,0.00,0.00
4124733,2019-05-31 19:40:23,0.00,0.00
4124734,2019-05-31 19:41:23,0.00,0.00
4124736,2019-05-31 19:42:23,0.00,0.00
4124741,2019-05-31 19:43:23,0.00,0.00
4124744,2019-05-31 19:44:23,0.00,0.00
4124745,2019-05-31 19:45:23,0.00,0.00
4124748,2019-05-31 19:46:23,0.00,0.00
4124751,2019-05-31 19:47:23,0.00,0.00
4124754,2019-05-31 19:48:23,0.00,0.00
4124755,2019-05-31 19:49:23,0.00,0.00
4124758,2019-05-31 19:50:23,0.00,0.00
4124760,2019-05-31 19:51:23,0.00,0.00
4124765,2019-05-31 19:52:23,0.00,0.00
4124764,2019-05-31 19:53:23,0.00,0.00
4124769,2019-05-31 19:54:23,0.00,0.00
4124767,2019-05-31 19:55:23,0.00,0.00
4124770,2019-05-31 19:56:23,0.00,0.00
4124776,2019-05-31 19:57:23,0.00,0.00
4124779,2019-05-31 19:58:23,0.00,0.00
4124785,2019-05-31 19:59:23,0.00,0.00
4124788,2019-05-31 20:00:23,0.00,0.00
4124792,2019-05-31 20:01:23,0.00,0.00
4124798,2019-05-31 20:02:23,0.00,0.00
4124802,2019-05-31 20:03:23,0.00,0.00
4124807,2019-05-31 20:04:23,0.00,0.00
4124810,2019-05-31 20:05:23,0.00,0.00
4124811,2019-05-31 20:06:23,0.00,0.00
4124817,2019-05-31 20:07:23,0.00,0.00
4124821,2019-05-31 20:08:23,0.00,0.00
4124822,2019-05-31 20:09:23,0.00,0.00
4124823,2019-05-31 20:10:24,0.00,0.00
4124826,2019-05-31 20:11:24,0.00,0.00
4124827,2019-05-31 20:12:24,0.00,0.00
4124828,2019-05-31 20:13:24,0.00,0.00
4124831,2019-05-31 20:14:24,0.00,0.00
4124833,2019-05-31 20:15:24,0.00,0.00
4124837,2019-05-31 20:16:24,0.00,0.00
4124839,2019-05-31 20:17:24,0.00,0.00
4124841,2019-05-31 20:18:24,0.00,0.00
4124845,2019-05-31 20:19:24,0.00,0.00
4124843,2019-05-31 20:20:24,0.00,0.00
4124849,2019-05-31 20:21:24,0.00,0.00
4124850,2019-05-31 20:22:24,0.00,0.00
4124855,2019-05-31 20:23:24,0.00,0.00
4124853,2019-05-31 20:24:25,0.00,0.00
4124861,2019-05-31 20:25:25,0.00,0.00
4124860,2019-05-31 20:26:25,0.00,0.00
4124864,2019-05-31 20:27:25,0.00,0.00
